DataHora;Satelite;Pais;Estado;Municipi;Bioma;DiaSemCh;Precipit;RiscoFog;Latitude;Longitud;AreaIndu;FRP
2018/04/01 16:50:00;AQUA_M-T;Brasil;GOIAS;INDIARA;Cerrado;0;0;0;"-17,199";"-49,756";;11.5
2018/04/01 16:50:00;AQUA_M-T;Brasil;MINAS GERAIS;PARACATU;Cerrado;0;0;0;"-17,097";"-46,795";;8.7
2018/04/01 16:50:00;AQUA_M-T;Brasil;MINAS GERAIS;PARACATU;Cerrado;0;0;0;"-17,059";"-46,657";;8.2
2018/04/01 16:50:00;AQUA_M-T;Brasil;GOIAS;PALMEIRAS DE GOIAS;Cerrado;0;0;0;"-16,916";"-50,019";;17
2018/04/01 16:50:00;AQUA_M-T;Brasil;GOIAS;ARENOPOLIS;Cerrado;0;0;0;"-16,223";"-51,646";;23
2018/04/01 16:50:00;AQUA_M-T;Brasil;GOIAS;MONTES CLAROS DE GOIAS;Cerrado;0;0;0;"-16,022";"-51,586";;29.9
2018/04/01 16:50:00;AQUA_M-T;Brasil;BAHIA;JABORANDI;Cerrado;0;0;0;"-14,345";"-45,513";;7.8
2018/04/01 16:50:00;AQUA_M-T;Brasil;BAHIA;BARREIRAS;Cerrado;0;0;0;"-12,024";"-45,087";;12.2
2018/04/01 16:50:00;AQUA_M-T;Brasil;MINAS GERAIS;PAPAGAIOS;Cerrado;0;0;0;"-19,341";"-44,688";;6.6
2018/04/01 16:50:00;AQUA_M-T;Brasil;TOCANTINS;LIZARDA;Cerrado;0;0;0;"-9,584";"-46,893";;13.7
2018/04/01 16:50:00;AQUA_M-T;Brasil;MARANHAO;BALSAS;Cerrado;0;0;0;"-7,533";"-46,201";;10.6
2018/04/01 16:50:00;AQUA_M-T;Brasil;TOCANTINS;ARAGUAINA;Amazonia;0;0;0;"-7,386";"-48,301";;5.5
2018/04/01 16:50:00;AQUA_M-T;Brasil;PARA;NOVO REPARTIMENTO;Amazonia;0;0;0;"-4,158";"-50,315";;8
2018/04/01 16:50:00;AQUA_M-T;Brasil;MATO GROSSO;CANARANA;Amazonia;0;0;0;"-13,23";"-52,254";;23.8
2018/04/01 16:50:00;AQUA_M-T;Brasil;TOCANTINS;TALISMA;Cerrado;0;0;0;"-12,554";"-49,297";;8.1
2018/04/01 16:50:00;AQUA_M-T;Brasil;TOCANTINS;PEIXE;Cerrado;0;0;0;"-11,704";"-48,531";;7.5
