DataHora;Satelite;Pais;Estado;Municipi;Bioma;DiaSemCh;Precipit;RiscoFog;Latitude;Longitud;AreaIndu;FRP
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVO SANTO ANTONIO;Cerrado;0;0;0;"-12,297";"-51,27";;30.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;TOCANTINS;ALVORADA;Cerrado;0;0;0;"-12,343";"-49,106";;37
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;FELIZ NATAL;Amazonia;0;0;0;"-12,365";"-54,537";;21.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;FELIZ NATAL;Amazonia;0;0;0;"-12,375";"-54,536";;74.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;FELIZ NATAL;Amazonia;0;0;0;"-12,376";"-54,545";;39.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;FELIZ NATAL;Amazonia;0;0;0;"-12,385";"-54,544";;13.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PARANATINGA;Amazonia;0;0;0;"-12,499";"-54,048";;9.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA UBIRATA;Amazonia;0;0;0;"-12,535";"-54,366";;22.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA UBIRATA;Amazonia;0;0;0;"-12,536";"-54,375";;32.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA MARINGA;Amazonia;0;0;0;"-12,549";"-57,052";;21.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;TOCANTINS;ARRAIAS;Cerrado;0;0;0;"-12,649";"-47,106";;52.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PARANATINGA;Amazonia;0;0;0;"-12,726";"-54,22";;17.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;RONDONIA;ALTA FLORESTA D'OESTE;Amazonia;0;0;0;"-12,737";"-62,051";;137.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;RONDONIA;ALTA FLORESTA D'OESTE;Amazonia;0;0;0;"-12,75";"-62,043";;234.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;RONDONIA;ALTA FLORESTA D'OESTE;Amazonia;0;0;0;"-12,753";"-62,05";;96.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;TOCANTINS;FORMOSO DO ARAGUAIA;Cerrado;0;0;0;"-12,831";"-50,541";;42.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;TOCANTINS;ARAGUACU;Cerrado;0;0;0;"-12,867";"-49,659";;16.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;RONDONIA;ALTA FLORESTA D'OESTE;Amazonia;0;0;0;"-12,872";"-62,055";;414.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA UBIRATA;Amazonia;0;0;0;"-12,958";"-54,637";;9
2018/10/06 17:15:00;AQUA_M-T;Brasil;TOCANTINS;ARAGUACU;Cerrado;0;0;0;"-13,069";"-49,702";;12
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA MUTUM;Cerrado;0;0;0;"-13,211";"-56,59";;14.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA UBIRATA;Cerrado;0;0;0;"-13,267";"-54,742";;297.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA UBIRATA;Cerrado;0;0;0;"-13,268";"-54,752";;81.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COMODORO;Amazonia;0;0;0;"-13,496";"-60,369";;81.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COMODORO;Amazonia;0;0;0;"-13,498";"-60,392";;35.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;GAUCHA DO NORTE;Cerrado;0;0;0;"-13,56";"-53,105";;41.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COMODORO;Amazonia;0;0;0;"-13,636";"-60,559";;23.7
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;AGUA BOA;Cerrado;0;0;0;"-13,657";"-52,692";;41.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COMODORO;Amazonia;0;0;0;"-13,683";"-60,668";;30.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COCALINHO;Cerrado;0;0;0;"-13,713";"-51,018";;16.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COCALINHO;Cerrado;0;0;0;"-13,714";"-51,028";;19
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COMODORO;Amazonia;0;0;0;"-13,715";"-60,396";;27.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COMODORO;Amazonia;0;0;0;"-13,723";"-60,4";;29.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;COMODORO;Amazonia;0;0;0;"-13,728";"-60,512";;28.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA NAZARE;Cerrado;0;0;0;"-13,75";"-51,82";;10.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;AGUA BOA;Cerrado;0;0;0;"-14,002";"-52,781";;41.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;AGUA BOA;Cerrado;0;0;0;"-14,011";"-52,78";;13.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA NAZARE;Cerrado;0;0;0;"-14,11";"-51,827";;14.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA NAZARE;Cerrado;0;0;0;"-14,111";"-51,836";;13.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA NAZARE;Cerrado;0;0;0;"-14,167";"-51,896";;31.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;CAMPINAPOLIS;Cerrado;0;0;0;"-14,432";"-53,152";;6.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA LACERDA;Amazonia;0;0;0;"-14,434";"-59,514";;28.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA LACERDA;Amazonia;0;0;0;"-14,436";"-59,529";;32
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA LACERDA;Amazonia;0;0;0;"-14,437";"-59,536";;18.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;ARENAPOLIS;Amazonia;0;0;0;"-14,54";"-56,791";;72.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;ARENAPOLIS;Amazonia;0;0;0;"-14,542";"-56,804";;58.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;ARENAPOLIS;Amazonia;0;0;0;"-14,572";"-56,787";;8.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;ARENAPOLIS;Amazonia;0;0;0;"-14,576";"-56,781";;10.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;TANGARA DA SERRA;Amazonia;0;0;0;"-14,698";"-57,769";;29.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;TANGARA DA SERRA;Amazonia;0;0;0;"-14,699";"-57,774";;39.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;TANGARA DA SERRA;Amazonia;0;0;0;"-14,699";"-57,784";;32
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;TANGARA DA SERRA;Amazonia;0;0;0;"-14,813";"-57,778";;61.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;VILA BELA DA SANTISSIMA TRINDADE;Amazonia;0;0;0;"-14,815";"-60,122";;41.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;TANGARA DA SERRA;Amazonia;0;0;0;"-14,825";"-57,777";;21.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVA OLIMPIA;Amazonia;0;0;0;"-14,84";"-57,713";;16.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;VILA BELA DA SANTISSIMA TRINDADE;Amazonia;0;0;0;"-14,862";"-59,728";;32.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVO SAO JOAQUIM;Cerrado;0;0;0;"-14,882";"-53,091";;49
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVO SAO JOAQUIM;Cerrado;0;0;0;"-14,884";"-53,1";;91.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;NOVO SAO JOAQUIM;Cerrado;0;0;0;"-15,124";"-52,846";;12.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;LAMBARI D'OESTE;Amazonia;0;0;0;"-15,331";"-57,815";;23.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;LAMBARI D'OESTE;Amazonia;0;0;0;"-15,333";"-57,822";;21.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-15,846";"-52,566";;35.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-15,848";"-52,575";;208.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-15,849";"-52,584";;11.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-15,855";"-52,564";;119.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-15,857";"-52,573";;174.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-16,077";"-52,508";;22.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-16,078";"-52,517";;233.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-16,08";"-52,526";;172.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;PONTAL DO ARAGUAIA;Cerrado;0;0;0;"-16,087";"-52,516";;61.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;GUIRATINGA;Cerrado;0;0;0;"-16,302";"-54,181";;6.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;RIBEIRAOZINHO;Cerrado;0;0;0;"-16,493";"-52,65";;27.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;RIBEIRAOZINHO;Cerrado;0;0;0;"-16,495";"-52,659";;48
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;RIBEIRAOZINHO;Cerrado;0;0;0;"-16,502";"-52,648";;21.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;MATO GROSSO;RIBEIRAOZINHO;Cerrado;0;0;0;"-16,504";"-52,658";;21.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;PRESIDENTE FIGUEIREDO;Amazonia;0;0;0;"-2,016";"-60,047";;37.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANAUS;Amazonia;0;0;0;"-2,215";"-60,164";;22.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANAUS;Amazonia;0;0;0;"-2,217";"-60,178";;68.7
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANAUS;Amazonia;0;0;0;"-2,232";"-60,118";;31.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANAUS;Amazonia;0;0;0;"-2,234";"-60,133";;9.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;NHAMUNDA;Amazonia;0;0;0;"-2,303";"-56,921";;115.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;NHAMUNDA;Amazonia;0;0;0;"-2,304";"-56,931";;33.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;PARA;JURUTI;Amazonia;0;0;0;"-2,412";"-56,396";;6.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;SILVES;Amazonia;0;0;0;"-2,774";"-58,538";;9
2018/10/06 17:15:00;AQUA_M-T;Brasil;PARA;SANTAREM;Amazonia;0;0;0;"-2,775";"-54,428";;19.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;RIO PRETO DA EVA;Amazonia;0;0;0;"-2,788";"-59,581";;12.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANAUS;Amazonia;0;0;0;"-2,813";"-60,176";;8.7
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;NOVO AIRAO;Amazonia;0;0;0;"-2,85";"-60,988";;74.7
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;NOVO AIRAO;Amazonia;0;0;0;"-2,852";"-61,005";;52.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;NOVO AIRAO;Amazonia;0;0;0;"-2,854";"-60,982";;15.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;NOVO AIRAO;Amazonia;0;0;0;"-2,856";"-60,999";;25.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;BARREIRINHA;Amazonia;0;0;0;"-2,911";"-57,43";;9.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;BARREIRINHA;Amazonia;0;0;0;"-2,913";"-57,44";;10.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;BARREIRINHA;Amazonia;0;0;0;"-2,917";"-57,434";;135.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;BARREIRINHA;Amazonia;0;0;0;"-2,918";"-57,444";;18.8
2018/10/06 17:15:00;AQUA_M-T;Brasil;PARA;SANTAREM;Amazonia;0;0;0;"-2,936";"-54,203";;17.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;ITACOATIARA;Amazonia;0;0;0;"-2,96";"-59,346";;12.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;BARREIRINHA;Amazonia;0;0;0;"-3,004";"-57,195";;11.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;PARA;MOJUI DOS CAMPOS;Amazonia;0;0;0;"-3,113";"-54,733";;7.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;PARINTINS;Amazonia;0;0;0;"-3,121";"-56,977";;18.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;PARINTINS;Amazonia;0;0;0;"-3,123";"-56,987";;17.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANACAPURU;Amazonia;0;0;0;"-3,202";"-60,418";;79.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;PARA;URUARA;Amazonia;0;0;0;"-3,208";"-54,05";;237.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANACAPURU;Amazonia;0;0;0;"-3,213";"-60,88";;14.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANACAPURU;Amazonia;0;0;0;"-3,217";"-60,874";;15.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;MANACAPURU;Amazonia;0;0;0;"-3,23";"-60,788";;24
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,319";"-59,865";;15.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,346";"-59,48";;22.3
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,348";"-59,493";;26.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,357";"-59,478";;28
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,359";"-59,491";;26.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO;Amazonia;0;0;0;"-3,361";"-59,824";;82.2
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,383";"-59,402";;25.7
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,405";"-59,58";;14.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO DA VARZEA;Amazonia;0;0;0;"-3,438";"-59,408";;22.9
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;ITACOATIARA;Amazonia;0;0;0;"-3,441";"-58,203";;19.5
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO;Amazonia;0;0;0;"-3,471";"-59,963";;13.4
2018/10/06 17:15:00;AQUA_M-T;Brasil;PARA;AVEIRO;Amazonia;0;0;0;"-3,474";"-55,385";;46.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;BARREIRINHA;Amazonia;0;0;0;"-3,493";"-56,951";;19.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;BARREIRINHA;Amazonia;0;0;0;"-3,495";"-56,961";;5.6
2018/10/06 17:15:00;AQUA_M-T;Brasil;AMAZONAS;CAREIRO;Amazonia;0;0;0;"-3,498";"-59,915";;13.1
2018/10/06 17:15:00;AQUA_M-T;Brasil;PARA;AVEIRO;Amazonia;0;0;0;"-4,039";"-55,54";;27.5
2018/10/06 17:20:00;AQUA_M-T;Brasil;RORAIMA;CAROEBE;Amazonia;0;0;0;"1,035";"-59,599";;24.1
2018/10/06 17:20:00;AQUA_M-T;Brasil;RORAIMA;IRACEMA;Amazonia;0;0;0;"2,161";"-61,075";;18.7
2018/10/06 17:20:00;AQUA_M-T;Brasil;AMAPA;OIAPOQUE;Amazonia;0;0;0;"3,185";"-51,269";;44
2018/10/07 16:15:00;AQUA_M-T;Brasil;MINAS GERAIS;SAO GONCALO DO RIO PRETO;Cerrado;0;0;0;"-17,985";"-43,401";;15.9
