DataHora;Satelite;Pais;Estado;Municipi;Bioma;DiaSemCh;Precipit;RiscoFog;Latitude;Longitud;AreaIndu;FRP
2018/09/01 16:40:00;AQUA_M-T;Brasil;MATO GROSSO;ALTO TAQUARI;Cerrado;0;0;0;"-17,752";"-53,505";;94.7
2018/09/01 16:40:00;AQUA_M-T;Brasil;MATO GROSSO;ALTO TAQUARI;Cerrado;0;0;0;"-17,865";"-53,275";;154.4
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;AREIAS;Mata Atlantica;0;0;0;"-22,768";"-44,746";;6.4
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;MONTEIRO LOBATO;Mata Atlantica;0;0;0;"-22,994";"-45,852";;32.5
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;NATIVIDADE DA SERRA;Mata Atlantica;0;0;0;"-23,484";"-45,316";;6.2
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;GUARARAPES;Mata Atlantica;0;0;0;"-21,254";"-50,664";;37.7
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;GUARARAPES;Mata Atlantica;0;0;0;"-21,254";"-50,679";;27.4
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;MARILIA;Mata Atlantica;0;0;0;"-21,942";"-50,068";;18
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;GUARANTA;Mata Atlantica;0;0;0;"-21,945";"-49,736";;53.7
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;MARILIA;Mata Atlantica;0;0;0;"-21,955";"-50,066";;115.8
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;POMPEIA;Mata Atlantica;0;0;0;"-21,957";"-50,086";;82.8
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;POMPEIA;Mata Atlantica;0;0;0;"-21,967";"-50,065";;38.5
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;FLORINEA;Mata Atlantica;0;0;0;"-22,874";"-50,583";;55.7
2018/09/01 16:40:00;AQUA_M-T;Brasil;SAO PAULO;FLORINEA;Mata Atlantica;0;0;0;"-22,877";"-50,589";;39.7
2018/09/01 16:40:00;AQUA_M-T;Brasil;PARANA;MARUMBI;Mata Atlantica;0;0;0;"-23,743";"-51,703";;67.6
2018/09/01 16:40:00;AQUA_M-T;Brasil;PARANA;MARUMBI;Mata Atlantica;0;0;0;"-23,745";"-51,732";;121
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;SALINAS;Mata Atlantica;0;0;0;"-16,135";"-42,289";;38.7
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;SALINAS;Mata Atlantica;0;0;0;"-16,136";"-42,3";;14.1
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;MEDINA;Mata Atlantica;0;0;0;"-16,158";"-41,671";;33.6
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;RUBELITA;Mata Atlantica;0;0;0;"-16,316";"-42,354";;22
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;RUBELITA;Mata Atlantica;0;0;0;"-16,317";"-42,365";;36.9
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;RUBELITA;Mata Atlantica;0;0;0;"-16,32";"-42,358";;85.1
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;RUBELITA;Mata Atlantica;0;0;0;"-16,321";"-42,369";;31.3
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;ITAOBIM;Mata Atlantica;0;0;0;"-16,607";"-41,461";;18
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;ITINGA;Mata Atlantica;0;0;0;"-16,679";"-41,788";;9.9
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;ITINGA;Mata Atlantica;0;0;0;"-16,681";"-41,799";;10.7
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;ARACUAI;Mata Atlantica;0;0;0;"-16,991";"-41,943";;14.3
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;NOVO ORIENTE DE MINAS;Mata Atlantica;0;0;0;"-17,366";"-41,158";;10.5
2018/09/01 16:40:00;AQUA_M-T;Brasil;MINAS GERAIS;ITAMBACURI;Mata Atlantica;0;0;0;"-18,07";"-41,792";;13.8
